"half","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
"2026 H1","Macao SAR China",2026,326496,0,0,15825,0,0,FALSE,NA,NA,FALSE
"2026 H1","Madagascar",2026,3528472,2067698,2382342,452835,159456,174466,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2026 H1","Malawi",2026,2349239,0,0,1130473,0,0,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Malaysia",2026,63106610,48312538,55336174,54451009,36511222,39704398,TRUE,"CPTPP",NA,FALSE
"2026 H1","Maldives",2026,4539105,0,0,1071350,0,0,FALSE,NA,NA,FALSE
"2026 H1","Mali",2026,33295,24247,31151,25175,19840,25040,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Marshall Islands",2026,13148,0,0,516,0,0,FALSE,NA,NA,FALSE
"2026 H1","Mauritania",2026,2203392,1524767,2147239,2990046,2021554,2962042,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Mauritius",2026,27642281,22841872,22917015,11183999,11131055,11167812,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","Mexico",2026,61055443,29535626,32938975,14551673,6968105,7570394,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2026 H1","Micronesia (Federated States of)",2026,4284,4284,4284,85,85,85,FALSE,NA,NA,FALSE
"2026 H1","Moldova",2026,8257543,6035221,6168554,20320512,13984667,14029467,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2026 H1","Monaco",2026,2650,0,0,90,0,0,FALSE,NA,NA,FALSE
"2026 H1","Mongolia",2026,4673,0,1034,1165,0,30,FALSE,NA,"Enhanced",TRUE
"2026 H1","Montenegro",2026,51324,0,0,4598,0,0,FALSE,NA,NA,FALSE
"2026 H1","Montserrat",2026,18296,18296,18296,2016,2016,2016,FALSE,NA,NA,FALSE
"2026 H1","Morocco",2026,289933377,264149398,280052364,135861279,124706027,130928046,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2026 H1","Mozambique",2026,388802,0,29724,304025,0,22016,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2026 H1","Myanmar (Burma)",2026,11472356,10625892,10687826,9051985,8065103,8149247,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Nepal",2026,340211,293356,293356,249109,218092,218092,FALSE,NA,"Comprehensive",TRUE
"2026 H1","New Caledonia",2026,8250,0,0,285,0,0,FALSE,NA,NA,FALSE
"2026 H1","New Zealand",2026,227235114,135615493,141922938,50104915,36460229,37771779,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2026 H1","Nicaragua",2026,16565421,3892950,3940679,40588277,5821010,5822104,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2026 H1","Niger",2026,94955,13878,94955,47382,11080,47382,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Nigeria",2026,18250238,3288181,3385727,11964576,3468225,3605176,FALSE,NA,"Enhanced",TRUE
"2026 H1","North Macedonia",2026,2734220,1972649,2213187,909542,737196,828468,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2026 H1","Norway",2026,183459188,41623855,42663213,31467625,6092683,6288066,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2026 H1","Oman",2026,483458,0,0,310245,0,0,FALSE,NA,NA,FALSE
"2026 H1","PEM",2026,11912044834,10033881798,10303677619,5704234861,4173263960,4251008476,FALSE,NA,NA,FALSE
"2026 H1","Pakistan",2026,34163739,18126707,18884500,33625410,18233051,18510889,FALSE,NA,"Enhanced",TRUE
"2026 H1","Palestine",2026,5397597,5369120,5397597,980214,965186,980214,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2026 H1","Panama",2026,5104788,2922842,3024384,5891845,4745502,4986492,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2026 H1","Papua New Guinea",2026,32042034,27594777,31164561,32609789,29394304,32178413,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2026 H1","Paraguay",2026,11579860,0,0,23556712,0,0,FALSE,NA,NA,FALSE
"2026 H1","Peru",2026,116097317,75980791,83224282,40884039,23418807,25714886,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2026 H1","Philippines",2026,23447699,18465357,18916089,15863166,14175588,14319359,FALSE,NA,"Enhanced",TRUE
"2026 H1","Qatar",2026,146975,0,0,49315,0,0,FALSE,NA,NA,FALSE
"2026 H1","Russia",2026,9900030,0,0,1161086,0,0,FALSE,NA,NA,FALSE
"2026 H1","Rwanda",2026,9371898,1989193,1992074,2471764,652608,653049,FALSE,NA,"Comprehensive",TRUE
"2026 H1","San Marino",2026,99408,98414,99408,1960,1861,1960,FALSE,NA,NA,FALSE
"2026 H1","Saudi Arabia",2026,5890185,0,0,3629371,0,0,FALSE,NA,NA,FALSE
"2026 H1","Senegal",2026,21966759,21160323,21720462,18300648,17900084,18170016,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Serbia",2026,26383011,22133533,24212556,10022367,8781615,9226363,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2026 H1","Seychelles",2026,5874765,5802602,5874765,1175323,1158731,1175323,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","Sierra Leone",2026,155502,16171,16171,110581,48275,48275,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Singapore",2026,8770604,6944411,7108085,3609655,3306633,3332013,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2026 H1","Sint Maarten",2026,16628,0,0,6420,0,0,FALSE,NA,NA,FALSE
"2026 H1","Solomon Islands",2026,58841,0,2995,8422,0,70,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2026 H1","Somalia",2026,47329,0,8262,17834,0,7610,FALSE,NA,"Comprehensive",TRUE
"2026 H1","South Africa",2026,264354720,226610387,238281758,124171063,104308789,111208175,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","South Korea",2026,40232940,32043377,37326119,10489362,7758426,9481682,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2026 H1","South Sudan",2026,1264597,0,0,310801,0,0,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Sri Lanka",2026,20895491,12966460,13634416,8763948,5749347,5928568,FALSE,NA,"Enhanced",TRUE
"2026 H1","St. Helena",2026,10094,10094,10094,227,227,227,FALSE,NA,NA,FALSE
"2026 H1","St. Lucia",2026,146325,96585,96585,72701,64631,64631,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","Sudan",2026,3176245,282313,293770,1001547,101964,109964,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Suriname",2026,24694,21187,21187,4048,4038,4038,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","Switzerland",2026,105958959,97570899,100355620,13981826,12132866,12404386,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2026 H1","Syria",2026,876890,776209,829755,243159,219573,226647,FALSE,NA,"Enhanced",TRUE
"2026 H1","São Tomé & Príncipe",2026,5022,5022,5022,1046,1046,1046,FALSE,NA,NA,FALSE
"2026 H1","Taiwan",2026,9857325,0,0,3274165,0,0,FALSE,NA,NA,FALSE
"2026 H1","Tajikistan",2026,1251652,81412,1251652,219015,9149,219015,FALSE,NA,"Enhanced",TRUE
"2026 H1","Tanzania",2026,2896610,1162741,1300264,720717,418350,418999,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Thailand",2026,281122359,0,0,103825323,0,0,FALSE,NA,NA,FALSE
"2026 H1","Timor-Leste",2026,90272,0,0,18180,0,0,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Togo",2026,547785,11322,11322,172390,4635,4635,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Tonga",2026,6297,0,0,409,0,0,FALSE,NA,NA,FALSE
"2026 H1","Trinidad & Tobago",2026,1315842,355047,367008,268654,123084,123378,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2026 H1","Tunisia",2026,11859767,7310804,9980613,10757012,4190574,4812789,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
"2026 H1","Turkey",2026,215552197,181512030,188703725,130911474,65450854,66692699,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
"2026 H1","Uganda",2026,6318648,1364207,1518405,2450255,1236108,1242416,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Ukraine",2026,136258262,65703098,66456793,150634868,35823076,36123734,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
"2026 H1","United Arab Emirates",2026,8213466,0,0,4427193,0,0,FALSE,NA,NA,FALSE
"2026 H1","United Kingdom",2026,38688898,0,0,5353100,0,0,FALSE,NA,NA,FALSE
"2026 H1","United States",2026,712929478,211458200,220734752,1104192458,294833319,316977312,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
"2026 H1","Unknown",2026,16002032,15239891,15601954,6809193,6609852,6742112,FALSE,NA,NA,FALSE
"2026 H1","Uruguay",2026,56199231,0,0,117986916,0,0,FALSE,NA,NA,FALSE
"2026 H1","Uzbekistan",2026,1090432,511955,835796,308278,161061,248677,FALSE,NA,"Enhanced",TRUE
"2026 H1","Venezuela",2026,1494531,0,0,245576,0,0,FALSE,NA,NA,FALSE
"2026 H1","Vietnam",2026,176930075,98667973,108367298,51541193,26005551,29029851,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
"2026 H1","Yemen",2026,169618,72772,144401,87262,32594,76410,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Zambia",2026,653193,196894,203539,387544,292000,292648,FALSE,NA,"Comprehensive",TRUE
"2026 H1","Zimbabwe",2026,561244,105588,178700,214817,100481,120819,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
