"half","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
"2022 H2","Eswatini",2022,4027447,3805431,3809136,3457139,3114673,3116513,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Ethiopia",2022,30896677,13473103,16204845,8764371,3286300,3741031,FALSE,NA,"Comprehensive",TRUE
"2022 H2","European Union",2022,19195393278,16639101110,16962428626,10391918414,7969724606,8086969876,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Falkland Islands",2022,666485,474217,582905,157578,113770,134679,FALSE,NA,NA,FALSE
"2022 H2","Faroe Islands",2022,144711640,98095575,140310344,52783246,12528232,50351093,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2022 H2","Fiji",2022,550032,42313,56461,820029,12012,13356,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 H2","French Polynesia",2022,53957,0,0,1393,0,0,FALSE,NA,NA,FALSE
"2022 H2","Gambia",2022,340868,159621,214968,287899,84847,95310,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Georgia",2022,677551,259770,551439,213870,62703,161678,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2022 H2","Ghana",2022,63479488,45406914,46035856,41989448,36920480,37457552,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2022 H2","Greenland",2022,30970350,0,0,4148611,0,0,FALSE,NA,NA,FALSE
"2022 H2","Grenada",2022,100195,55128,55128,30510,23421,23421,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Guam",2022,110165,0,0,20702,0,0,FALSE,NA,NA,FALSE
"2022 H2","Guatemala",2022,41983063,15742225,17467191,30620160,17785056,19703005,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Guinea",2022,25551,25551,25551,20350,20350,20350,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Guyana",2022,5723099,4182365,4655225,4896129,4432888,4663209,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Honduras",2022,57150508,35137543,36033226,26535105,7714372,7901952,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Hong Kong SAR China",2022,18577780,0,0,6080103,0,0,FALSE,NA,NA,FALSE
"2022 H2","Iceland",2022,177064984,126059245,126514571,44724364,18572807,18656483,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 H2","India",2022,412026380,145684580,156988023,348985417,55830918,59913936,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
"2022 H2","Indonesia",2022,226074746,35078972,45962093,300445200,10499858,12349414,FALSE,NA,"Standard",TRUE
"2022 H2","Iran",2022,5256920,0,0,1808534,0,0,FALSE,NA,NA,FALSE
"2022 H2","Iraq",2022,213836,0,0,238122,0,0,FALSE,NA,NA,FALSE
"2022 H2","Israel",2022,50091372,35199010,38224345,19534640,14266073,15146349,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
"2022 H2","Jamaica",2022,33177698,11506968,21850391,11759398,6747212,9304812,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Japan",2022,39574361,19156462,27604598,6993562,4477247,6031390,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
"2022 H2","Jordan",2022,6932279,6743547,6781530,1593585,1428565,1439984,TRUE,"UK-Jordan Association Agreement",NA,FALSE
"2022 H2","Kazakhstan",2022,8585035,0,0,9989684,0,0,FALSE,NA,NA,FALSE
"2022 H2","Kenya",2022,187347919,114276436,123445365,60668531,29218186,30972399,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
"2022 H2","Kosovo",2022,1684542,822105,1125896,1007648,542060,614811,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Kuwait",2022,240145,0,0,14606,0,0,FALSE,NA,NA,FALSE
"2022 H2","Kyrgyzstan",2022,16289,0,8475,4973,0,1163,FALSE,NA,"Enhanced",TRUE
"2022 H2","Laos",2022,320667,303471,305905,323406,314000,314190,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Lebanon",2022,6761647,3459017,3691117,2230638,1223536,1314898,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
"2022 H2","Lesotho",2022,181058,100868,181058,231325,220120,231325,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H2","Liechtenstein",2022,2956180,0,1039,1207649,0,200,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
"2022 H2","Macao SAR China",2022,63984,0,0,27525,0,0,FALSE,NA,NA,FALSE
"2022 H2","Madagascar",2022,8687868,6414746,7243274,947410,259153,293702,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H2","Malawi",2022,11083251,204934,331555,6649077,97043,121238,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Malaysia",2022,177855239,0,0,114678383,0,0,TRUE,"CPTPP",NA,FALSE
"2022 H2","Maldives",2022,6003135,0,0,1600597,0,0,FALSE,NA,NA,FALSE
"2022 H2","Mali",2022,212021,66213,113679,163636,56400,94000,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Marshall Islands",2022,78651,0,0,22439,0,0,FALSE,NA,NA,FALSE
"2022 H2","Mauritania",2022,183678,91674,181852,59340,23221,58440,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Mauritius",2022,41449928,39133131,39400884,19580851,19301573,19537887,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Mexico",2022,95333194,30708825,34992468,25258903,12299124,13913348,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 H2","Micronesia (Federated States of)",2022,11188,11188,11188,577,577,577,FALSE,NA,NA,FALSE
"2022 H2","Moldova",2022,3999174,3242507,3873349,3776413,3073586,3718301,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Mongolia",2022,397060,0,391173,16919,0,16023,FALSE,NA,"Enhanced",TRUE
"2022 H2","Montenegro",2022,8187,0,0,284,0,0,FALSE,NA,NA,FALSE
"2022 H2","Morocco",2022,176194556,158333409,170584836,109779734,102473649,108421216,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2022 H2","Mozambique",2022,2534981,165803,179515,4253077,136400,140008,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 H2","Myanmar (Burma)",2022,25842192,21155313,22864322,36460670,32852816,34373804,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Nauru",2022,7914,0,0,859,0,0,FALSE,NA,NA,FALSE
"2022 H2","Nepal",2022,570672,437851,446278,320975,288162,294833,FALSE,NA,"Comprehensive",TRUE
"2022 H2","New Caledonia",2022,8395,0,0,280,0,0,FALSE,NA,NA,FALSE
"2022 H2","New Zealand",2022,251084120,0,0,67690547,0,0,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2022 H2","Nicaragua",2022,27465129,12831447,13075883,18610437,9947245,9963534,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Niger",2022,130071,19303,100916,76942,12000,61758,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Nigeria",2022,10530907,5307738,5893275,8873250,4594364,4786262,FALSE,NA,"Enhanced",TRUE
"2022 H2","North Macedonia",2022,3844133,2703101,3119642,1703017,1405220,1576562,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Northern Mariana Islands",2022,876,0,0,2,0,0,FALSE,NA,NA,FALSE
"2022 H2","Norway",2022,403803023,101900741,104502338,95473634,23687174,24373562,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 H2","Oman",2022,503257,0,0,153602,0,0,FALSE,NA,NA,FALSE
"2022 H2","PEM",2022,21180791595,17892245808,18333607140,11586721507,8448787412,8642740225,FALSE,NA,NA,FALSE
"2022 H2","Pakistan",2022,93646866,30420456,31896687,123974176,24675460,25776134,FALSE,NA,"Enhanced",TRUE
"2022 H2","Palestine",2022,2135740,2111140,2121646,410460,403075,405201,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2022 H2","Panama",2022,11783829,7062686,7207970,12608268,11591747,11702021,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 H2","Papua New Guinea",2022,120321127,117334568,118995899,92560493,91296363,92189777,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 H2","Paraguay",2022,48966097,0,0,92684985,0,0,FALSE,NA,NA,FALSE
"2022 H2","Peru",2022,278106364,213548262,231179602,100889234,81387987,87516924,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2022 H2","Philippines",2022,63217608,47137684,52090850,27008645,22819887,24410705,FALSE,NA,"Enhanced",TRUE
"2022 H2","Pitcairn Islands",2022,3114,0,0,180,0,0,FALSE,NA,NA,FALSE
"2022 H2","Qatar",2022,90198,0,0,7781,0,0,FALSE,NA,NA,FALSE
"2022 H2","Russia",2022,59581071,0,0,23721091,0,0,FALSE,NA,NA,FALSE
"2022 H2","Rwanda",2022,14284537,2085725,2563189,4030928,532961,630454,FALSE,NA,"Comprehensive",TRUE
"2022 H2","San Marino",2022,331307,315459,331307,32760,32400,32760,FALSE,NA,NA,FALSE
"2022 H2","Saudi Arabia",2022,1833950,0,0,1330543,0,0,FALSE,NA,NA,FALSE
"2022 H2","Senegal",2022,7046219,4376306,4792036,4729958,2435695,2631584,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Serbia",2022,32744651,25332001,29700513,13938818,10995995,12275335,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 H2","Seychelles",2022,34908493,34203463,34386326,8011296,7877366,7940006,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Sierra Leone",2022,200102,52352,73088,212822,113760,132320,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Singapore",2022,17933662,13191046,14800222,6514763,5806468,6076715,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2022 H2","Sint Maarten",2022,69464,0,0,31897,0,0,FALSE,NA,NA,FALSE
"2022 H2","Solomon Islands",2022,8435320,8422661,8423926,7196331,7196000,7196130,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2022 H2","Somalia",2022,187270,0,29718,129814,0,42174,FALSE,NA,"Comprehensive",TRUE
"2022 H2","South Africa",2022,391465123,296229206,328379425,321655512,235506567,262789172,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","South Korea",2022,55594585,38632985,50292746,11662157,8269519,10901701,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2022 H2","Sri Lanka",2022,36800394,20034764,20924886,15742599,8125970,8378250,FALSE,NA,"Enhanced",TRUE
"2022 H2","St. Barthélemy",2022,1301012,0,0,230028,0,0,FALSE,NA,NA,FALSE
"2022 H2","St. Helena",2022,41176,41176,41176,1758,1758,1758,FALSE,NA,NA,FALSE
"2022 H2","St. Kitts & Nevis",2022,1257,0,1257,0,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","St. Lucia",2022,1041851,675038,692203,650716,586515,591941,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","St. Vincent & Grenadines",2022,132488,129008,132488,96280,96183,96280,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Sudan",2022,5317247,111583,120946,2685685,37100,40434,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Suriname",2022,907828,661964,715526,139956,81914,92851,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Switzerland",2022,240361607,214080779,221470245,49963635,45181541,46058865,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2022 H2","Syria",2022,444437,138298,367366,264567,104280,215299,FALSE,NA,"Enhanced",TRUE
"2022 H2","Taiwan",2022,21663734,0,0,7069929,0,0,FALSE,NA,NA,FALSE
"2022 H2","Tanzania",2022,9651749,3032000,3184521,5338536,1574225,1623521,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Thailand",2022,474499864,0,0,150640619,0,0,FALSE,NA,NA,FALSE
"2022 H2","Timor-Leste",2022,61403,0,0,11594,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Togo",2022,64721,0,17775,63552,0,11832,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Trinidad & Tobago",2022,1906078,366177,380330,367587,248934,248959,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 H2","Tunisia",2022,6137590,2463549,4184802,4133724,1656584,2461068,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
"2022 H2","Turkey",2022,376147588,306278505,322857961,311157344,141024309,147891540,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
"2022 H2","Turks & Caicos Islands",2022,63635,0,0,182746,0,0,FALSE,NA,NA,FALSE
"2022 H2","U.S. Virgin Islands",2022,94039,0,0,27627,0,0,FALSE,NA,NA,FALSE
"2022 H2","Uganda",2022,7652422,3950024,4528872,3700597,2445921,2591093,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Ukraine",2022,257967070,96892798,121614835,381094728,42500023,61265980,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
"2022 H2","United Arab Emirates",2022,8881123,0,0,6847293,0,0,FALSE,NA,NA,FALSE
"2022 H2","United Kingdom",2022,83934780,0,0,22831578,0,0,FALSE,NA,NA,FALSE
"2022 H2","United States",2022,838385230,0,0,504775119,0,0,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
"2022 H2","Unknown",2022,11556349,10936692,11326898,4839201,4643389,4775637,FALSE,NA,NA,FALSE
"2022 H2","Uruguay",2022,30399362,0,0,26479092,0,0,FALSE,NA,NA,FALSE
"2022 H2","Uzbekistan",2022,574038,64648,234972,141673,21376,43588,FALSE,NA,"Enhanced",TRUE
"2022 H2","Venezuela",2022,2139559,0,0,403855,0,0,FALSE,NA,NA,FALSE
"2022 H2","Vietnam",2022,298783854,185024048,206956358,67215488,34924301,40140128,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
"2022 H2","Wallis & Futuna",2022,4616,0,0,13,0,0,FALSE,NA,NA,FALSE
"2022 H2","Yemen",2022,318937,0,5968,29506,0,1352,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Zambia",2022,1078960,897819,1051219,278584,227847,269768,FALSE,NA,"Comprehensive",TRUE
"2022 H2","Zimbabwe",2022,6529643,5507545,5994657,5174339,4567428,4805414,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Afghanistan",2023,865488,716153,743863,328605,298586,311805,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Albania",2023,2006522,715141,795090,1314004,453625,462847,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Algeria",2023,700236,354265,658906,512892,349823,460786,FALSE,NA,"Enhanced",TRUE
"2023 H1","Andorra",2023,13329,0,0,2856,0,0,FALSE,NA,NA,FALSE
"2023 H1","Angola",2023,39268,0,39268,1465,0,1465,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Anguilla",2023,3832,0,3832,168,0,168,FALSE,NA,NA,FALSE
"2023 H1","Antigua & Barbuda",2023,73767,0,73767,14013,0,14013,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Argentina",2023,422200664,0,0,826264038,0,0,FALSE,NA,NA,FALSE
"2023 H1","Armenia",2023,245365,0,0,137923,0,0,FALSE,NA,NA,FALSE
"2023 H1","Australia",2023,198576375,13708729,22532315,189355459,12620009,18733339,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2023 H1","Azerbaijan",2023,62358,0,0,10816,0,0,FALSE,NA,NA,FALSE
"2023 H1","Bahamas",2023,43024,0,40678,1187,0,1090,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Bahrain",2023,598421,0,0,64359,0,0,FALSE,NA,NA,FALSE
"2023 H1","Bangladesh",2023,47419126,43641896,43775517,13248878,12141058,12162703,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Barbados",2023,2822342,1035872,1304083,787362,351902,457254,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Belize",2023,13763867,13570435,13728523,20625686,20518453,20622650,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Benin",2023,401869,203428,203428,167824,125815,125815,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Bermuda",2023,225028,218037,218037,28752,25872,25872,FALSE,NA,NA,FALSE
"2023 H1","Bolivia",2023,6369628,18929,82566,1346322,10194,26066,FALSE,NA,"Enhanced",TRUE
"2023 H1","Bosnia & Herzegovina",2023,758709,0,0,667928,0,0,FALSE,NA,NA,FALSE
"2023 H1","Botswana",2023,21621,0,0,3093,0,0,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Brazil",2023,837993097,0,0,1067220369,0,0,FALSE,NA,NA,FALSE
"2023 H1","Brunei",2023,7141,0,0,722,0,0,FALSE,NA,NA,FALSE
"2023 H1","Burkina Faso",2023,1766420,0,39383,357561,0,7671,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Burundi",2023,841897,0,0,156260,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Cambodia",2023,7797433,7644408,7769683,12935016,12798849,12922290,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Cameroon",2023,15074098,14647095,14681138,21903864,21669524,21702495,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2023 H1","Canada",2023,359312004,77931670,89742249,709692381,16915810,19505113,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2023 H1","Cape Verde",2023,69648,0,52748,23578,0,1654,FALSE,NA,"Enhanced",TRUE
"2023 H1","Caribbean Netherlands",2023,9650,0,0,2,0,0,FALSE,NA,NA,FALSE
"2023 H1","Chad",2023,373105,0,0,323835,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Chile",2023,218859376,192330548,206519045,110615767,98807636,103384212,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2023 H1","China",2023,1098313037,0,0,314701743,0,0,FALSE,NA,NA,FALSE
"2023 H1","Christmas Island",2023,2112,0,0,36,0,0,FALSE,NA,NA,FALSE
"2023 H1","Colombia",2023,169740665,128690258,138421155,131688693,122260538,124161210,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2023 H1","Comoros",2023,90727,20434,90727,29093,21125,29093,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Congo - Brazzaville",2023,87584,0,0,20822,0,0,FALSE,NA,"Enhanced",TRUE
"2023 H1","Congo - Kinshasa",2023,498136,0,3688,109193,0,2440,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Costa Rica",2023,129202835,115176592,122923897,188525044,177795676,185595460,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Cuba",2023,5490475,0,0,316810,0,0,FALSE,NA,NA,FALSE
"2023 H1","Côte d’Ivoire",2023,184201905,69814743,69901549,88396199,32735754,32759641,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2023 H1","Djibouti",2023,219692,0,0,76400,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Dominica",2023,116642,30049,30049,89567,17815,17815,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Dominican Republic",2023,42924468,31632201,32848605,44017875,37499103,38052575,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Ecuador",2023,127266710,105081476,124212408,57749357,52979537,56954785,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2023 H1","Egypt",2023,176730178,153176442,166984239,166597394,147299508,153754735,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2023 H1","El Salvador",2023,3910642,1273930,1287752,2113907,1577726,1581546,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Eritrea",2023,12346,0,0,8823,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Eswatini",2023,2463957,2247108,2390788,2157476,2023836,2082094,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Ethiopia",2023,21889276,9074869,11732783,6747933,2203735,2617906,FALSE,NA,"Comprehensive",TRUE
"2023 H1","European Union",2023,20287950343,17421314231,17815555693,10087885835,7751510668,7875072666,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Falkland Islands",2023,1328648,1078058,1139877,336983,326014,336970,FALSE,NA,NA,FALSE
"2023 H1","Faroe Islands",2023,103185398,71288970,100611913,23598264,10421155,22730655,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2023 H1","Fiji",2023,2507670,62485,76261,2985024,19410,20724,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2023 H1","French Polynesia",2023,31558,0,0,7066,0,0,FALSE,NA,NA,FALSE
"2023 H1","Gabon",2023,4653,0,0,166,0,0,FALSE,NA,NA,FALSE
"2023 H1","Gambia",2023,2538897,1623198,1713518,1313194,566340,575710,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Georgia",2023,980089,653281,739492,504169,249862,261791,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2023 H1","Ghana",2023,69611617,35897496,36802756,40908915,29101973,29327116,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2023 H1","Greenland",2023,42069491,0,0,5513855,0,0,FALSE,NA,NA,FALSE
"2023 H1","Grenada",2023,126128,42872,42872,24976,14315,14315,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Guam",2023,21206,0,0,7384,0,0,FALSE,NA,NA,FALSE
"2023 H1","Guatemala",2023,60042788,41689022,42297292,55952585,47838461,48450344,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Guinea",2023,2817,2817,2817,21500,21500,21500,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Guinea-Bissau",2023,12528,0,12528,764,0,764,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Guyana",2023,7213653,6271516,6458080,6374344,6075133,6142687,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Haiti",2023,6377,0,0,134,0,0,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Honduras",2023,71799005,42112957,43701557,46755033,29876844,30896919,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2023 H1","Hong Kong SAR China",2023,21578863,0,0,5311394,0,0,FALSE,NA,NA,FALSE
"2023 H1","Iceland",2023,182272458,133056883,139430540,42475721,20024445,20768707,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2023 H1","India",2023,422980368,150071500,163777384,372564790,63782173,68928920,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
"2023 H1","Indonesia",2023,160973113,26660136,36226260,261013128,10539980,12941893,FALSE,NA,"Standard",TRUE
"2023 H1","Iran",2023,5793827,0,0,3468080,0,0,FALSE,NA,NA,FALSE
"2023 H1","Iraq",2023,2757892,0,0,7414874,0,0,FALSE,NA,NA,FALSE
"2023 H1","Israel",2023,101208394,83457055,89242696,62653769,57732014,59203387,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
"2023 H1","Jamaica",2023,33633504,14390027,24560415,12680680,8237633,10820029,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Japan",2023,52367597,21628280,30686091,8895421,5181567,7824256,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
"2023 H1","Jordan",2023,6042320,4884124,5924302,1765209,1344644,1570468,TRUE,"UK-Jordan Association Agreement",NA,FALSE
"2023 H1","Kazakhstan",2023,11765062,0,0,16689818,0,0,FALSE,NA,NA,FALSE
"2023 H1","Kenya",2023,200205915,122950554,132585922,65355235,32042586,33368760,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
"2023 H1","Kosovo",2023,1130211,694649,975987,591307,516634,575820,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Kuwait",2023,99820,0,0,77383,0,0,FALSE,NA,NA,FALSE
"2023 H1","Kyrgyzstan",2023,83679,0,0,131560,0,0,FALSE,NA,"Enhanced",TRUE
"2023 H1","Laos",2023,519029,488160,490431,370206,339500,340800,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Lebanon",2023,7523599,4392667,4500498,2643952,1485679,1533727,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
"2023 H1","Lesotho",2023,172352,117322,172352,228000,220000,228000,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2023 H1","Libya",2023,8339,0,0,16742,0,0,FALSE,NA,NA,FALSE
"2023 H1","Liechtenstein",2023,4464432,0,366566,1861987,0,185481,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
"2023 H1","Macao SAR China",2023,57407,0,0,4039,0,0,FALSE,NA,NA,FALSE
"2023 H1","Madagascar",2023,10906944,7772604,9301618,1123769,335135,371195,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2023 H1","Malawi",2023,7106098,8270,15217,4368168,18952,19197,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Malaysia",2023,118561354,0,0,98477371,0,0,TRUE,"CPTPP",NA,FALSE
"2023 H1","Maldives",2023,8365737,0,0,1993727,0,0,FALSE,NA,NA,FALSE
"2023 H1","Mali",2023,323011,21432,70514,237686,18800,58400,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Marshall Islands",2023,31369,0,0,1333,0,0,FALSE,NA,NA,FALSE
"2023 H1","Mauritania",2023,1531360,599842,1531360,1535718,748499,1535718,FALSE,NA,"Comprehensive",TRUE
"2023 H1","Mauritius",2023,45984991,41523916,41644102,22581758,22474409,22485491,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2023 H1","Mexico",2023,113747528,42715140,48205485,26376754,14289155,16147187,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2023 H1","Micronesia (Federated States of)",2023,3782,3782,3782,75,75,75,FALSE,NA,NA,FALSE
"2023 H1","Moldova",2023,2525939,2108566,2337761,1977884,1686956,1827556,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2023 H1","Mongolia",2023,20949,0,12206,13769,0,1330,FALSE,NA,"Enhanced",TRUE
"2023 H1","Montenegro",2023,43044,0,0,7577,0,0,FALSE,NA,NA,FALSE
"2023 H1","Morocco",2023,379973851,337400296,364526841,201303851,175235446,189811273,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2023 H1","Mozambique",2023,7975363,1799960,1832606,25711364,1065832,1066654,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
