"quarter","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
"2022 Q1","Afghanistan",2022,657109,538449,584214,289658,256320,277055,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Albania",2022,660423,306016,325015,592147,217981,218675,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Algeria",2022,1375891,0,739799,3317519,0,411675,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Andorra",2022,47531,0,0,38822,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Angola",2022,9998,0,9998,406,0,406,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Antigua & Barbuda",2022,31324,0,29924,6147,0,5147,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Argentina",2022,158504001,0,0,331205934,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Armenia",2022,57983,0,0,3466,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Australia",2022,108451506,0,0,61925324,0,0,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2022 Q1","Azerbaijan",2022,37267,0,0,8775,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Bahamas",2022,638223,620244,620244,19125,12721,12721,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Bahrain",2022,934,0,0,109,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Bangladesh",2022,21941176,21303861,21365349,5652749,5432127,5437835,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Barbados",2022,700021,98623,120545,116585,47569,48856,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Belarus",2022,1990177,0,0,9045219,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Belize",2022,9551598,8360883,9374735,14428616,13402212,14404182,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Benin",2022,171204,0,1531,154309,0,31000,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Bermuda",2022,93826,0,92346,10498,0,10372,FALSE,NA,NA,FALSE
"2022 Q1","Bolivia",2022,3693850,71877,166350,674521,44800,85640,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Bosnia & Herzegovina",2022,398312,0,0,303906,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Brazil",2022,312364319,0,0,401235311,0,0,FALSE,NA,NA,FALSE
"2022 Q1","British Virgin Islands",2022,155531,2533,2533,8827,326,326,FALSE,NA,NA,FALSE
"2022 Q1","Burkina Faso",2022,553142,0,41234,90921,0,18225,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Burundi",2022,387836,0,0,90303,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Cambodia",2022,3530494,3324667,3499389,4672775,4443042,4662828,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Cameroon",2022,8235043,8168569,8196016,12126279,12033049,12054288,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2022 Q1","Canada",2022,131081925,42847163,47715851,209631011,8229606,9243228,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 Q1","Cayman Islands",2022,2282,0,0,400,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Chile",2022,125101317,109535584,120762555,51825129,47057018,50309748,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2022 Q1","China",2022,341817998,0,0,139601730,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Colombia",2022,89931847,64082777,68581290,79256703,72711505,74060070,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 Q1","Comoros",2022,92300,72968,92300,14031,11000,14031,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Congo - Brazzaville",2022,4319,0,0,778,0,0,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Congo - Kinshasa",2022,107045,1883,1883,17599,778,778,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Cook Islands",2022,13317,0,0,6336,0,0,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Costa Rica",2022,51363275,44965396,50354731,94885072,87257249,94405923,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Cuba",2022,2878970,0,0,469625,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Côte d’Ivoire",2022,85009415,25835305,25873248,45618029,14398753,14419533,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2022 Q1","Djibouti",2022,296772,0,0,157070,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Dominica",2022,87201,7132,9794,84826,7363,7584,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Dominican Republic",2022,17114641,15477917,16233029,21431902,20624433,20982408,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Ecuador",2022,48091410,43442269,47701521,29865484,28804037,29806350,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 Q1","Egypt",2022,59907859,51675126,54798310,59824613,51634867,52972859,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2022 Q1","El Salvador",2022,604122,16391,16391,174601,80000,80000,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Eritrea",2022,59906,0,0,53569,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Eswatini",2022,2737362,2734014,2734014,5209992,5208343,5208343,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Ethiopia",2022,8589782,2879408,5346589,2663679,837966,1233709,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","European Union",2022,8805343032,7501484688,7694748736,5564392784,4277207753,4355358002,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Falkland Islands",2022,91335,73748,91335,25354,22132,25354,FALSE,NA,NA,FALSE
"2022 Q1","Faroe Islands",2022,80973864,71760582,79318898,17860322,11472644,16499326,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2022 Q1","Fiji",2022,927862,0,6560,2336649,0,672,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 Q1","Gabon",2022,7118,0,0,10500,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Gambia",2022,615325,611408,615325,234433,233513,234433,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Georgia",2022,436374,0,315562,231476,0,88814,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2022 Q1","Ghana",2022,32783363,19260099,19475236,19085289,13232333,13378603,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2022 Q1","Greenland",2022,18546423,0,0,2809501,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Grenada",2022,14553,2565,2565,1860,817,817,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Guam",2022,474333,0,0,301440,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Guatemala",2022,28202112,21640374,22611366,34989487,33135258,34075451,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Guinea",2022,88541,37683,37683,56641,40600,40600,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Guinea-Bissau",2022,5626,0,0,2211,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Guyana",2022,6934734,6673852,6855063,16044292,15882363,16012625,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Haiti",2022,3354,0,3354,122,0,122,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Honduras",2022,32489063,20170887,21231011,15252146,11354999,11971940,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Hong Kong SAR China",2022,9599653,0,0,3721438,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Iceland",2022,89496151,60293625,61640837,29529779,9754790,9984007,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 Q1","India",2022,190739540,63101289,69521089,192646543,24739708,27984675,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
"2022 Q1","Indonesia",2022,84101283,17571898,21549063,127631146,5708613,6768201,FALSE,NA,"Standard",TRUE
"2022 Q1","Iran",2022,4681417,0,0,1795979,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Iraq",2022,125576,0,0,150502,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Israel",2022,47861443,36380209,40285840,21728483,18077691,19197127,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
"2022 Q1","Jamaica",2022,12626109,5167382,8707606,4820598,3154355,4056566,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Japan",2022,23129182,12252665,17177370,4423940,2821413,3881119,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
"2022 Q1","Jordan",2022,3192370,3001047,3119238,1026261,823898,871870,TRUE,"UK-Jordan Association Agreement",NA,FALSE
"2022 Q1","Kazakhstan",2022,3582595,0,0,6175141,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Kenya",2022,108308010,71993320,78437640,33003678,16731877,17993052,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
"2022 Q1","Kosovo",2022,847407,476271,531033,646299,404845,414950,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Kuwait",2022,36227,0,0,41938,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Kyrgyzstan",2022,37975,0,28295,4785,0,1953,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Laos",2022,66400,63904,66400,68250,66000,68250,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Lebanon",2022,2605968,1477862,1535908,1112026,682533,710327,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
"2022 Q1","Lesotho",2022,46714,9175,42986,25800,20000,25200,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 Q1","Liberia",2022,10784,0,0,11500,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Libya",2022,9722,0,0,23400,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Liechtenstein",2022,1128840,0,0,628190,0,0,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
"2022 Q1","Macao SAR China",2022,1109,0,0,126,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Madagascar",2022,3229124,722692,2091087,531006,133154,157994,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 Q1","Malawi",2022,8379793,3574629,3617868,12470218,9537329,9542558,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Malaysia",2022,59058480,0,0,45214677,0,0,TRUE,"CPTPP",NA,FALSE
"2022 Q1","Maldives",2022,2825472,0,0,678186,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Mali",2022,25138,0,25138,20800,0,20800,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Marshall Islands",2022,26175,0,0,1244,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Mauritania",2022,222734,72611,222734,234794,46094,234794,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Mauritius",2022,17296223,15998353,16033116,8081240,8052794,8074885,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Mexico",2022,48587571,23887601,27134540,12444023,6968646,8022670,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 Q1","Micronesia (Federated States of)",2022,10053,10053,10053,1842,1842,1842,FALSE,NA,NA,FALSE
"2022 Q1","Moldova",2022,1922676,1759949,1834007,1728857,1640018,1670602,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Montenegro",2022,37827,0,0,2566,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Morocco",2022,188537642,170528429,182156601,119433439,109051181,116098678,TRUE,"UK-Morocco Association Agreement",NA,FALSE
"2022 Q1","Mozambique",2022,4763902,1876550,1893162,16504295,4189621,4194412,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
"2022 Q1","Myanmar (Burma)",2022,18213801,16480469,17802053,41090565,36728184,40753117,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Nepal",2022,392746,268796,268796,205269,178028,178028,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","New Caledonia",2022,7903,0,0,482,0,0,FALSE,NA,NA,FALSE
"2022 Q1","New Zealand",2022,136104974,0,0,28437458,0,0,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
"2022 Q1","Nicaragua",2022,10180158,7208771,7308255,10571663,8692202,8757550,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Niger",2022,130358,10534,90544,58486,3707,53086,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Nigeria",2022,2809758,1387974,1512775,3381932,1803271,1856892,FALSE,NA,"Enhanced",TRUE
"2022 Q1","North Macedonia",2022,2717151,1838034,2049722,1082106,873616,968713,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Norway",2022,189804344,61464288,64509119,39460795,13922546,15632711,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
"2022 Q1","Oman",2022,464299,0,0,151727,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Pakistan",2022,35457798,9420617,10363014,41097250,7726419,8660898,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Palestine",2022,2207394,2176493,2190119,457202,452819,454318,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
"2022 Q1","Panama",2022,14433167,5452296,7850961,27478912,9313925,13770745,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q1","Papua New Guinea",2022,17198585,15309635,16551450,15646755,14514007,15325068,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 Q1","Paraguay",2022,18305508,0,0,43711600,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Peru",2022,76609137,42560877,48804688,39011213,19568356,21609428,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
"2022 Q1","Philippines",2022,26467482,16207262,19781173,12677336,8385296,10603621,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Qatar",2022,5414,0,0,1695,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Russia",2022,61450469,0,0,126201680,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Rwanda",2022,6373644,676325,799674,2300224,239118,266990,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Samoa",2022,1665,0,1665,156,0,156,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 Q1","San Marino",2022,18963,0,18963,2182,0,2182,FALSE,NA,NA,FALSE
"2022 Q1","Saudi Arabia",2022,4207785,0,0,2532077,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Senegal",2022,20848823,20007060,20848823,19302299,18887053,19302299,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Serbia",2022,16083255,12734168,14306263,7274389,5793087,6444781,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q1","Seychelles",2022,10264843,7019755,8772960,2452748,1904810,2246363,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Sierra Leone",2022,106797,82887,85908,125164,109808,111208,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Singapore",2022,7539638,4495518,5370664,2759420,2158971,2422981,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
"2022 Q1","Solomon Islands",2022,4925521,4921476,4921476,5229280,5227725,5227725,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
"2022 Q1","Somalia",2022,100156,0,7286,80723,0,14720,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","South Africa",2022,217053205,193631787,203983326,114493780,102376982,107964645,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","South Korea",2022,26497219,18259650,23484976,6681216,4444520,6202366,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
"2022 Q1","Sri Lanka",2022,18553335,11041509,11643878,7355260,4284646,4491456,FALSE,NA,"Enhanced",TRUE
"2022 Q1","St. Kitts & Nevis",2022,28075,0,28075,3669,0,3669,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","St. Lucia",2022,214436,105501,105501,93492,69043,69043,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","St. Vincent & Grenadines",2022,30185,28950,28950,26053,26003,26003,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Sudan",2022,2416304,19553,22593,1269989,10150,11899,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Suriname",2022,102110,91907,98531,33838,28970,31320,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Switzerland",2022,113156807,101489324,105623521,30316188,28181382,28617163,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
"2022 Q1","Syria",2022,47101,30714,33852,53682,46183,46733,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Taiwan",2022,11515174,0,0,3886709,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Tanzania",2022,5991509,1321000,1605806,2888964,504540,586723,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Thailand",2022,210941115,0,0,87410099,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Timor-Leste",2022,96732,0,0,19200,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Togo",2022,182803,80157,160360,90482,3105,69165,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Tonga",2022,1535,0,0,593,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Trinidad & Tobago",2022,918353,263150,270726,204314,130719,130976,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q1","Tunisia",2022,4570380,1838820,4201484,1839950,857233,1640573,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
"2022 Q1","Turkey",2022,160845466,133374006,141145322,114318246,70590823,73999552,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
"2022 Q1","Turks & Caicos Islands",2022,25744,25744,25744,4725,4725,4725,FALSE,NA,NA,FALSE
"2022 Q1","Uganda",2022,4753599,2398707,2735880,2343780,1237394,1310725,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Ukraine",2022,120303103,46598739,48565071,341768775,48030219,49212749,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
"2022 Q1","United Arab Emirates",2022,6158748,0,0,3962371,0,0,FALSE,NA,NA,FALSE
"2022 Q1","United Kingdom",2022,25404302,0,0,11350871,0,0,FALSE,NA,NA,FALSE
"2022 Q1","United States",2022,423282836,0,0,439941786,0,0,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
"2022 Q1","Unknown",2022,11652500,11311044,11602695,5928492,5785307,5920391,FALSE,NA,NA,FALSE
"2022 Q1","Uruguay",2022,86022431,0,0,134291380,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Uzbekistan",2022,699905,60325,349166,257226,28563,73913,FALSE,NA,"Enhanced",TRUE
"2022 Q1","Venezuela",2022,275679,0,0,57927,0,0,FALSE,NA,NA,FALSE
"2022 Q1","Vietnam",2022,138165982,74188508,81716820,41065439,17771019,19698468,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
"2022 Q1","Yemen",2022,79976,9360,18373,32278,1500,17605,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Zambia",2022,553594,338139,364567,123301,64699,69201,FALSE,NA,"Comprehensive",TRUE
"2022 Q1","Zimbabwe",2022,726597,93471,410602,368356,99156,174555,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Afghanistan",2022,420537,316795,320109,156048,135224,135978,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Albania",2022,617943,293110,346753,530625,210852,242194,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
"2022 Q2","Algeria",2022,1276494,0,406992,5667083,0,267083,FALSE,NA,"Enhanced",TRUE
"2022 Q2","Andorra",2022,3894,0,0,470,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Angola",2022,1315,0,1315,51,0,51,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Anguilla",2022,9820,0,0,2780,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Antigua & Barbuda",2022,25221,0,25221,4318,0,4318,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Argentina",2022,234231356,0,0,433717594,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Armenia",2022,57035,0,0,9069,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Australia",2022,208248171,0,0,185845158,0,0,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
"2022 Q2","Azerbaijan",2022,36426,0,0,8875,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Bahamas",2022,987250,963462,969570,24905,19196,19219,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Bahrain",2022,83143,0,0,13607,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Bangladesh",2022,24556461,21622879,21750363,5871436,5029236,5066539,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Barbados",2022,854725,682304,690672,373863,342104,342410,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Belarus",2022,2167,0,0,4276,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Belize",2022,15849478,13911239,15458094,24046917,22471743,23978985,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Benin",2022,474621,0,0,104759,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Bermuda",2022,134986,0,119146,20643,0,12723,FALSE,NA,NA,FALSE
"2022 Q2","Bolivia",2022,5567008,140365,174961,960952,24947,34671,FALSE,NA,"Enhanced",TRUE
"2022 Q2","Bosnia & Herzegovina",2022,466446,0,0,263231,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Botswana",2022,287778,287778,287778,85038,85038,85038,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Brazil",2022,398376774,0,0,508985321,0,0,FALSE,NA,NA,FALSE
"2022 Q2","British Virgin Islands",2022,141758,0,0,11256,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Burkina Faso",2022,1852430,84344,101692,449880,17271,22492,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Burundi",2022,24458,0,0,3241,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Cambodia",2022,3038954,2919810,2976007,3706127,3623535,3694936,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Cameroon",2022,10961184,10700765,10722447,15155213,14968512,15010306,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
"2022 Q2","Canada",2022,198567936,31968340,38639839,391948989,7631999,8911063,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
"2022 Q2","Cayman Islands",2022,186186,181857,186186,111988,111648,111988,FALSE,NA,NA,FALSE
"2022 Q2","Chad",2022,511620,0,0,552000,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Chile",2022,138707867,120173784,127110321,80894410,69260422,71963821,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
"2022 Q2","China",2022,314844250,0,0,109041587,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Colombia",2022,94602686,62193512,66100627,88508063,81573683,82280628,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 Q2","Costa Rica",2022,74006531,63184224,68134530,126902118,112710426,118714721,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q2","Cuba",2022,1855295,0,0,183854,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Curaçao",2022,1891,0,0,1032,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Côte d’Ivoire",2022,96036117,29968092,30866096,46798318,16303371,16616629,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
"2022 Q2","Djibouti",2022,552741,0,0,195642,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Dominica",2022,282246,23008,23008,276026,466,466,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Dominican Republic",2022,20887028,14714512,15336901,23278596,19135020,19480332,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Ecuador",2022,59983551,52773327,59389801,33028470,30800642,32916766,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
"2022 Q2","Egypt",2022,81487447,71457556,73884225,91044475,69249956,70680906,TRUE,"UK-Egypt Association Agreement",NA,FALSE
"2022 Q2","El Salvador",2022,4923497,3034132,3040987,8334486,7967732,7969352,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q2","Eritrea",2022,13195,0,0,8950,0,0,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Eswatini",2022,1527301,1285210,1357155,1263537,964697,1003080,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Ethiopia",2022,12059770,4365055,6283412,3438756,1122211,1398869,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","European Union",2022,9569637459,8079498908,8246111917,5555477670,4205507338,4269624764,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
"2022 Q2","Falkland Islands",2022,1477278,1271423,1318942,392667,337038,347428,FALSE,NA,NA,FALSE
"2022 Q2","Faroe Islands",2022,85293276,63703241,83277915,18603717,6913018,17380292,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
"2022 Q2","Fiji",2022,663904,26090,27179,1801446,7789,7879,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
"2022 Q2","French Polynesia",2022,18911,0,0,226,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Gambia",2022,794382,454836,454836,800607,209393,209393,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Georgia",2022,481750,0,341425,269549,0,142082,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
"2022 Q2","Ghana",2022,35778903,21421544,21795418,16695373,12307839,12600354,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
"2022 Q2","Gibraltar",2022,5685,0,0,500,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Greenland",2022,21251525,0,0,2946885,0,0,FALSE,NA,NA,FALSE
"2022 Q2","Grenada",2022,17660,0,0,2460,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Guatemala",2022,20426215,9582015,10029664,13004921,10726291,11015102,TRUE,"UK-Central America Association Agreement",NA,FALSE
"2022 Q2","Guinea",2022,130260,5247,5247,115929,1737,1737,FALSE,NA,"Comprehensive",TRUE
"2022 Q2","Guyana",2022,4265107,3982585,4017933,5506807,5452684,5456480,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
"2022 Q2","Honduras",2022,40896072,24122084,24564515,36354845,20849841,21112476,TRUE,"UK-Central America Association Agreement",NA,FALSE
