"Month","country_name","Year","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
3,"China",2022,122456897,0,0,57224014,0,0,FALSE,NA,NA,FALSE
3,"China",2023,161999540,0,0,44153935,0,0,FALSE,NA,NA,FALSE
3,"China",2024,153348615,0,0,58919465,0,0,FALSE,NA,NA,FALSE
3,"China",2025,193520423,0,0,75044452,0,0,FALSE,NA,NA,FALSE
3,"China",2026,209905399,0,0,74962343,0,0,FALSE,NA,NA,FALSE
3,"Christmas Island",2026,1728,0,0,2534,0,0,FALSE,NA,NA,FALSE
3,"Cocos (Keeling) Islands",2024,1072,0,0,4,0,0,FALSE,NA,NA,FALSE
3,"Colombia",2022,30478994,21966099,23492065,27156666,25249351,25525073,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Colombia",2023,28995380,20441095,23056251,14265914,12404251,12838383,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Colombia",2024,29881979,22928668,25219727,23860805,21994022,22553967,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Colombia",2025,57011730,47028567,48507844,56342040,54564994,54945269,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Colombia",2026,37685170,27040315,27561448,24551072,22630112,22871383,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Comoros",2022,19332,0,19332,3031,0,3031,FALSE,NA,"Comprehensive",TRUE
3,"Comoros",2023,39799,0,39799,4843,0,4843,FALSE,NA,"Comprehensive",TRUE
3,"Comoros",2026,15658,6198,15658,1825,825,1825,FALSE,NA,"Comprehensive",TRUE
3,"Congo - Brazzaville",2022,4319,0,0,778,0,0,FALSE,NA,"Enhanced",TRUE
3,"Congo - Brazzaville",2023,1222,0,0,180,0,0,FALSE,NA,"Enhanced",TRUE
3,"Congo - Brazzaville",2024,8372,0,0,195,0,0,FALSE,NA,"Enhanced",TRUE
3,"Congo - Brazzaville",2026,218,0,218,1498,0,1498,FALSE,NA,"Enhanced",TRUE
3,"Congo - Kinshasa",2022,33989,0,0,2270,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Congo - Kinshasa",2023,168531,0,1822,32828,0,360,FALSE,NA,"Comprehensive",TRUE
3,"Congo - Kinshasa",2024,6475,0,0,748,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Congo - Kinshasa",2025,63445,0,0,400,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Costa Rica",2022,21013656,17566124,20342077,37111475,33010250,36833886,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Costa Rica",2023,19645765,17243429,18485501,27369239,25743681,26950354,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Costa Rica",2024,25500875,21975325,24384687,36491595,33357494,36033628,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Costa Rica",2025,31377186,27683765,29945113,43102001,40676314,42503311,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Costa Rica",2026,25622249,21871517,22961771,35484362,32949459,34081135,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Cuba",2022,1147253,0,0,154154,0,0,FALSE,NA,NA,FALSE
3,"Cuba",2023,1324091,0,0,127052,0,0,FALSE,NA,NA,FALSE
3,"Cuba",2024,1635425,0,0,76411,0,0,FALSE,NA,NA,FALSE
3,"Cuba",2025,1467576,0,0,111483,0,0,FALSE,NA,NA,FALSE
3,"Cuba",2026,1062755,0,0,76145,0,0,FALSE,NA,NA,FALSE
3,"Côte d’Ivoire",2022,30619106,11326987,11348806,15182279,5580866,5592299,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
3,"Côte d’Ivoire",2023,55887171,8124083,8126937,26779554,4762162,4763675,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
3,"Côte d’Ivoire",2024,31094842,14640337,14683854,13103556,6219351,6234597,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
3,"Côte d’Ivoire",2025,50957482,25702489,25773467,12562818,7355307,7376327,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
3,"Côte d’Ivoire",2026,68309825,30532241,30535403,13277621,5967140,5967401,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
3,"Djibouti",2022,122731,0,0,42090,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Djibouti",2023,178361,0,0,38400,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Djibouti",2024,33138,0,0,38000,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Djibouti",2025,169991,0,0,19200,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Djibouti",2026,1763,0,0,140,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Dominica",2022,2609,0,0,559,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominica",2023,9909,9909,9909,8051,8051,8051,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominica",2026,18405,15753,15753,3137,1338,1338,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominican Republic",2022,4985180,4326537,4552684,6404184,6014642,6152066,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominican Republic",2023,6635846,5100031,5254714,6358637,5688968,5733921,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominican Republic",2024,5675946,4645879,4805165,6107918,5619625,5693304,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominican Republic",2025,6981233,5862549,5941692,7512093,7052170,7069306,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Dominican Republic",2026,6468001,4904745,5035384,7311775,6653062,6667551,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Ecuador",2022,18196880,16670390,18047019,9748815,9392150,9725439,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Ecuador",2023,18642801,13148810,18121759,7051759,5893840,6872427,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Ecuador",2024,20168234,17017536,19936140,10150125,9560795,10064972,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Ecuador",2025,27331406,24798007,26922969,11371456,10842499,11239665,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Ecuador",2026,24236679,17972008,19627226,8339825,6784800,7075043,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
3,"Egypt",2022,18474360,16446517,17090744,20607997,19578599,19878694,TRUE,"UK-Egypt Association Agreement",NA,FALSE
3,"Egypt",2023,23469651,20444283,21664462,23706185,22462739,23000562,TRUE,"UK-Egypt Association Agreement",NA,FALSE
3,"Egypt",2024,27600235,23111947,24951389,29921459,27052384,28860748,TRUE,"UK-Egypt Association Agreement",NA,FALSE
3,"Egypt",2025,32203815,26165859,30621935,36438698,32430795,35714864,TRUE,"UK-Egypt Association Agreement",NA,FALSE
3,"Egypt",2026,35627460,29621297,31100600,35487000,33256327,33738079,TRUE,"UK-Egypt Association Agreement",NA,FALSE
3,"El Salvador",2022,438011,0,0,66917,0,0,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"El Salvador",2023,538635,158390,165199,287539,209225,210726,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"El Salvador",2024,162368,0,2683,40122,0,731,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"El Salvador",2025,4174170,1825,1825,19357853,171,171,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"El Salvador",2026,287144,165122,168488,127610,107417,107816,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Eritrea",2023,12346,0,0,8823,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Eritrea",2026,22294,0,0,28516,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Eswatini",2022,149244,145896,145896,88839,87190,87190,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
3,"Eswatini",2023,298465,229566,290089,290292,266168,286897,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
3,"Eswatini",2024,106226,103908,103908,117017,116157,116157,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
3,"Eswatini",2025,17488782,17486031,17486031,39852831,39852022,39852022,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
3,"Eswatini",2026,213299,195281,207895,217043,208827,213956,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
3,"Ethiopia",2022,2791664,1127806,1927067,699260,303456,420945,FALSE,NA,"Comprehensive",TRUE
3,"Ethiopia",2023,3151718,1419632,2254352,825418,308432,418486,FALSE,NA,"Comprehensive",TRUE
3,"Ethiopia",2024,3138557,1505796,2638717,656650,334734,472750,FALSE,NA,"Comprehensive",TRUE
3,"Ethiopia",2025,4274339,1201550,3069824,940632,329948,586969,FALSE,NA,"Comprehensive",TRUE
3,"Ethiopia",2026,5209129,777559,796536,1530452,285956,296345,FALSE,NA,"Comprehensive",TRUE
3,"European Union",2022,3266902651,2760213464,2830165748,1987493099,1519379103,1550355580,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
3,"European Union",2023,3620866167,3118189278,3189385715,1711159503,1344625847,1368330990,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
3,"European Union",2024,3319606088,2841235415,2897155492,1701200719,1308052869,1326612119,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
3,"European Union",2025,3795038327,3244650738,3321755671,1945212395,1435222003,1461799042,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
3,"European Union",2026,3851823867,3281022863,3342621946,1835852046,1357494484,1371564605,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
3,"Falkland Islands",2022,15630,0,15630,2812,0,2812,FALSE,NA,NA,FALSE
3,"Falkland Islands",2023,588998,386525,400227,118150,116192,118137,FALSE,NA,NA,FALSE
3,"Falkland Islands",2024,82039,76090,82039,47470,46702,47470,FALSE,NA,NA,FALSE
3,"Falkland Islands",2025,352927,328305,352927,100095,95873,100095,FALSE,NA,NA,FALSE
3,"Falkland Islands",2026,3254,0,3254,910,0,910,FALSE,NA,NA,FALSE
3,"Faroe Islands",2022,36712435,34991779,36630152,5852387,4655699,5756881,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
3,"Faroe Islands",2023,14091155,9072632,12692746,3656120,1287991,3153991,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
3,"Faroe Islands",2024,19352884,13094711,19343468,4974613,1603613,4969613,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
3,"Faroe Islands",2025,24629045,19268973,24594261,5991717,2414709,5967957,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
3,"Faroe Islands",2026,38318494,38305590,38316673,5881025,5878329,5880622,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
3,"Fiji",2022,197095,0,6560,378777,0,672,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
3,"Fiji",2023,89666,4374,8162,85203,417,842,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
3,"Fiji",2024,30125,21725,22797,6939,6135,6275,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
3,"Fiji",2025,237560,23296,25044,216809,10484,10764,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
3,"Fiji",2026,11356485,10866427,10866427,35079137,34411927,34411927,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
3,"French Polynesia",2023,14862,0,0,7020,0,0,FALSE,NA,NA,FALSE
3,"French Polynesia",2025,3686,0,0,8,0,0,FALSE,NA,NA,FALSE
3,"French Polynesia",2026,23887,0,0,16911,0,0,FALSE,NA,NA,FALSE
3,"Gabon",2022,7118,0,0,10500,0,0,FALSE,NA,NA,FALSE
3,"Gabon",2023,4653,0,0,166,0,0,FALSE,NA,NA,FALSE
3,"Gabon",2024,606690,0,0,678601,0,0,FALSE,NA,NA,FALSE
3,"Gambia",2022,185572,185572,185572,73129,73129,73129,FALSE,NA,"Comprehensive",TRUE
3,"Gambia",2023,288752,276676,288752,93528,92863,93528,FALSE,NA,"Comprehensive",TRUE
3,"Gambia",2024,291192,289971,289971,112920,108284,108284,FALSE,NA,"Comprehensive",TRUE
3,"Gambia",2025,378025,378025,378025,188474,188474,188474,FALSE,NA,"Comprehensive",TRUE
3,"Gambia",2026,187646,186675,186675,71809,68844,68844,FALSE,NA,"Comprehensive",TRUE
3,"Georgia",2022,238796,0,194606,73390,0,51779,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
3,"Georgia",2023,205311,163220,174480,95651,68044,68930,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
3,"Georgia",2024,191444,113434,170823,65912,36266,47805,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
3,"Georgia",2025,131902,86127,121572,43637,21089,32969,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
3,"Georgia",2026,164355,125568,129882,106308,54122,55009,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
3,"Ghana",2022,9795544,7411687,7467104,5063737,4220870,4264323,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
3,"Ghana",2023,13069757,6939318,7400820,6787036,4234878,4346378,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
3,"Ghana",2024,12255563,4716899,4736740,7394357,4313746,4327042,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
3,"Ghana",2025,14110864,10795564,10809952,7175233,5220750,5227856,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
3,"Ghana",2026,14689915,11435952,11549252,7443577,6422306,6459817,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
3,"Greenland",2022,2881546,0,0,443990,0,0,FALSE,NA,NA,FALSE
3,"Greenland",2023,7802002,0,0,1034380,0,0,FALSE,NA,NA,FALSE
3,"Greenland",2024,7872682,0,0,1197475,0,0,FALSE,NA,NA,FALSE
3,"Greenland",2025,4183420,0,0,492712,0,0,FALSE,NA,NA,FALSE
3,"Greenland",2026,5324602,0,0,630785,0,0,FALSE,NA,NA,FALSE
3,"Grenada",2022,4334,0,0,343,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Grenada",2023,16068,5212,5212,1277,859,859,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Grenada",2024,6802,2704,2704,1104,480,480,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Grenada",2025,4923,0,0,267,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Grenada",2026,4264,0,0,220,0,0,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Guatemala",2022,16204322,12203277,12564229,26888766,26036569,26479130,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Guatemala",2023,10550309,6249640,6357911,6819828,4358815,4394038,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Guatemala",2024,7177537,4857374,5108243,4842430,4441225,4555800,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Guatemala",2025,12388656,4329145,6088458,19761375,3936480,4122889,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Guatemala",2026,11453689,4142662,5489906,17990433,4409664,4562790,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Guinea",2026,22020,0,0,11213,0,0,FALSE,NA,"Comprehensive",TRUE
3,"Guinea-Bissau",2023,3669,0,3669,224,0,224,FALSE,NA,"Comprehensive",TRUE
3,"Guyana",2022,1608737,1550546,1595199,2436884,2402245,2430784,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Guyana",2023,1256438,1076994,1132086,755721,701161,702167,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Guyana",2024,118372,44976,114717,80089,27794,79154,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Guyana",2025,576217,438266,555505,1491828,1212716,1484410,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Guyana",2026,243786,241431,241431,873879,873787,873787,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Haiti",2022,3354,0,3354,122,0,122,FALSE,NA,"Comprehensive",TRUE
3,"Honduras",2022,11016807,7673469,7874373,7095753,6238293,6333395,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Honduras",2023,14104589,7554415,8210875,15201351,4356107,4794652,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Honduras",2024,12364824,8738873,9032331,6138956,5015645,5188908,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Honduras",2025,19561187,11907919,12244450,5790184,4176832,4443475,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Honduras",2026,11478871,7147283,7327282,3773368,2957997,3076488,TRUE,"UK-Central America Association Agreement",NA,FALSE
3,"Hong Kong SAR China",2022,2135711,0,0,652603,0,0,FALSE,NA,NA,FALSE
3,"Hong Kong SAR China",2023,2873972,0,0,1009344,0,0,FALSE,NA,NA,FALSE
3,"Hong Kong SAR China",2024,2837865,0,0,1141122,0,0,FALSE,NA,NA,FALSE
3,"Hong Kong SAR China",2025,1381402,0,0,587158,0,0,FALSE,NA,NA,FALSE
3,"Hong Kong SAR China",2026,1514077,0,0,583829,0,0,FALSE,NA,NA,FALSE
3,"Iceland",2022,29898315,20579083,20593379,8715891,3098036,3099963,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
3,"Iceland",2023,37002519,26170544,28739039,8448924,3850677,4114469,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
3,"Iceland",2024,30602540,23740966,23782873,7456116,4237381,4240556,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
3,"Iceland",2025,40758711,32667628,32991354,9674247,5450444,5502483,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
3,"Iceland",2026,56609488,47342959,48470549,9683877,5485229,5664412,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
3,"India",2022,69458830,25691328,29475140,65059552,11204930,13466476,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
3,"India",2023,73654672,25950585,28200896,73181922,11204978,11953627,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
3,"India",2024,55849322,21840899,23384869,31158766,9350183,9903681,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
3,"India",2025,74871729,25889998,30141354,46423198,11402566,12540394,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
3,"India",2026,60854212,20900349,24462624,42503299,9501676,9878236,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
3,"Indonesia",2022,23242936,7303745,8151021,14307132,1968645,2251704,FALSE,NA,"Standard",TRUE
3,"Indonesia",2023,23136116,4650811,5899454,40813661,1661674,1969411,FALSE,NA,"Standard",TRUE
3,"Indonesia",2024,22574682,4718630,6164642,24674635,1887450,2351776,FALSE,NA,"Standard",TRUE
3,"Indonesia",2025,13583126,4426239,5894187,5777087,1665096,2166470,FALSE,NA,"Standard",TRUE
3,"Indonesia",2026,19582906,3281689,3890626,61696335,1186499,1244020,FALSE,NA,"Standard",TRUE
3,"Iran",2022,2520788,0,0,873600,0,0,FALSE,NA,NA,FALSE
3,"Iran",2023,1211775,0,0,556044,0,0,FALSE,NA,NA,FALSE
3,"Iran",2024,1539241,0,0,627605,0,0,FALSE,NA,NA,FALSE
3,"Iran",2025,1463071,0,0,929827,0,0,FALSE,NA,NA,FALSE
3,"Iran",2026,1994639,0,0,752714,0,0,FALSE,NA,NA,FALSE
3,"Iraq",2022,80200,0,0,116203,0,0,FALSE,NA,NA,FALSE
3,"Iraq",2023,69392,0,0,109519,0,0,FALSE,NA,NA,FALSE
3,"Iraq",2024,153250,0,0,172182,0,0,FALSE,NA,NA,FALSE
3,"Iraq",2025,184955,0,0,234579,0,0,FALSE,NA,NA,FALSE
3,"Iraq",2026,177892,0,0,200597,0,0,FALSE,NA,NA,FALSE
3,"Israel",2022,12845440,8769971,10333947,5555645,4389036,4867738,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
3,"Israel",2023,24318298,20162695,21817637,9493628,8440588,8840155,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
3,"Israel",2024,27042013,22863710,24350957,10268782,8877457,9376191,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
3,"Israel",2025,26162380,21944481,23086558,9909680,8795874,9090656,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
3,"Israel",2026,18279905,14869311,15606003,6880087,5983800,6257037,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
3,"Jamaica",2022,6587824,2558654,4446734,2514485,1650223,2109364,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Jamaica",2023,5545950,2646015,4153091,1989872,1343586,1747641,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Jamaica",2024,3237667,1540664,2232595,1205565,871385,1051288,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Jamaica",2025,5222403,1768363,4371088,1970311,934799,1591992,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Jamaica",2026,3764318,1932077,3410570,1567453,962102,1419339,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
3,"Japan",2022,9357281,4722117,6821193,1583756,969785,1373825,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
3,"Japan",2023,9437938,4151047,5433116,1304924,928816,1154820,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
3,"Japan",2024,6937654,3506885,5028178,1741162,1207317,1530437,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
3,"Japan",2025,9744784,6646724,7926316,1624492,1092196,1532311,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
3,"Japan",2026,11383274,6364716,7291649,1832209,1553181,1672708,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
3,"Jordan",2022,611127,501424,576557,265216,159224,188870,TRUE,"UK-Jordan Association Agreement",NA,FALSE
3,"Jordan",2023,1533420,1047029,1525217,449418,278150,396771,TRUE,"UK-Jordan Association Agreement",NA,FALSE
3,"Jordan",2024,1879140,1575565,1582699,493595,455339,456679,TRUE,"UK-Jordan Association Agreement",NA,FALSE
3,"Jordan",2025,1294582,1142378,1172335,374255,329667,334820,TRUE,"UK-Jordan Association Agreement",NA,FALSE
3,"Jordan",2026,1279537,1205855,1224147,377036,326123,328212,TRUE,"UK-Jordan Association Agreement",NA,FALSE
3,"Kazakhstan",2022,2137117,0,0,4225622,0,0,FALSE,NA,NA,FALSE
3,"Kazakhstan",2023,715369,0,0,769881,0,0,FALSE,NA,NA,FALSE
3,"Kazakhstan",2024,821063,0,0,1042188,0,0,FALSE,NA,NA,FALSE
3,"Kazakhstan",2025,921332,0,0,1273556,0,0,FALSE,NA,NA,FALSE
3,"Kazakhstan",2026,1545232,0,0,4122469,0,0,FALSE,NA,NA,FALSE
3,"Kenya",2022,34494996,24146129,26128001,10021154,5665203,6054054,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
3,"Kenya",2023,39171396,22076808,24718405,12889969,5425638,5712163,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
3,"Kenya",2024,30353962,21274947,24254962,8014648,4942427,5299427,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
3,"Kenya",2025,42479700,26685687,30153981,11721608,5499098,5969606,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
3,"Kenya",2026,39902771,26651697,26745714,8801722,5296466,5315860,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
3,"Kosovo",2022,311401,189591,207620,298782,208888,212757,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
3,"Kosovo",2023,161662,67910,128282,98176,83124,93936,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
3,"Kosovo",2024,189503,139161,166131,150877,117856,124300,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
3,"Kosovo",2025,272496,247484,272496,201371,194424,201371,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
3,"Kosovo",2026,319328,257613,265791,293885,285282,287087,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
3,"Kuwait",2022,16894,0,0,20648,0,0,FALSE,NA,NA,FALSE
3,"Kuwait",2023,47616,0,0,13000,0,0,FALSE,NA,NA,FALSE
3,"Kuwait",2024,196490,0,0,269095,0,0,FALSE,NA,NA,FALSE
3,"Kyrgyzstan",2022,1679,0,0,1632,0,0,FALSE,NA,"Enhanced",TRUE
3,"Kyrgyzstan",2023,11607,0,0,22750,0,0,FALSE,NA,"Enhanced",TRUE
3,"Kyrgyzstan",2024,9828,4212,6359,25657,13300,13377,FALSE,NA,"Enhanced",TRUE
3,"Kyrgyzstan",2025,10602,3279,3279,25520,9900,9900,FALSE,NA,"Enhanced",TRUE
3,"Kyrgyzstan",2026,12951,0,883,9100,0,100,FALSE,NA,"Enhanced",TRUE
3,"Laos",2022,42142,42142,42142,46000,46000,46000,FALSE,NA,"Comprehensive",TRUE
3,"Laos",2023,1365,0,1365,975,0,975,FALSE,NA,"Comprehensive",TRUE
3,"Laos",2024,229328,229328,229328,296000,296000,296000,FALSE,NA,"Comprehensive",TRUE
3,"Laos",2025,24696,24696,24696,24000,24000,24000,FALSE,NA,"Comprehensive",TRUE
3,"Laos",2026,43728,16584,16584,45428,25000,25000,FALSE,NA,"Comprehensive",TRUE
3,"Lebanon",2022,991534,563735,590120,482912,270892,291853,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
3,"Lebanon",2023,2131891,1049782,1059460,595613,318009,335692,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
3,"Lebanon",2024,869458,678892,709280,313947,220154,229154,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
3,"Lebanon",2025,1132951,661250,666963,326398,220663,223969,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
3,"Lebanon",2026,1553927,1072564,1080894,547406,370035,373745,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
3,"Lesotho",2022,42986,9175,42986,25200,20000,25200,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
3,"Lesotho",2024,21681,21681,21681,66000,66000,66000,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
3,"Lesotho",2025,14816,0,10072,2335,0,1600,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
3,"Lesotho",2026,6369,0,1330,650,0,50,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
3,"Libya",2024,2854,0,0,9720,0,0,FALSE,NA,NA,FALSE
3,"Libya",2026,12520,0,0,22664,0,0,FALSE,NA,NA,FALSE
