"Year","country_name","Total_imp","Pref_Trade","Eligible_Trade","Total_volume","Pref_Volume","Eligible_Volume","uk_trade_agreement","uk_agreement_name","uk_dcts_tier","uk_dcts"
2024,"Uganda",20429750,9495913,11896135,9173338,5781917,6146166,FALSE,NA,"Comprehensive",TRUE
2024,"Ukraine",478000188,149774659,211988193,1104076855,183336892,257490709,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
2024,"United Arab Emirates",29624831,0,0,21078211,0,0,FALSE,NA,NA,FALSE
2024,"United Kingdom",210629268,0,0,49521509,0,0,FALSE,NA,NA,FALSE
2024,"United States",1642186099,0,0,1633689650,0,0,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
2024,"Unknown",46083419,45067650,45816920,20136342,19853250,20071681,FALSE,NA,NA,FALSE
2024,"Uruguay",76260907,0,0,106210172,0,0,FALSE,NA,NA,FALSE
2024,"Uzbekistan",3683546,2068690,2522162,1601856,890066,978441,FALSE,NA,"Enhanced",TRUE
2024,"Vanuatu",61812,0,5059,15055,0,55,FALSE,NA,"Enhanced",TRUE
2024,"Venezuela",5621051,0,0,1253013,0,0,FALSE,NA,NA,FALSE
2024,"Vietnam",637295466,366860212,410674997,167348175,93371633,108511060,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
2024,"Yemen",679939,144729,486503,259945,88991,191517,FALSE,NA,"Comprehensive",TRUE
2024,"Zambia",1230699,523636,733233,361737,172502,206671,FALSE,NA,"Comprehensive",TRUE
2024,"Zimbabwe",7756976,6068080,7214002,4149422,3295837,3779773,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
2025,"Afghanistan",3266050,1778701,2682747,1287072,763360,1151939,FALSE,NA,"Comprehensive",TRUE
2025,"Albania",5262859,3520922,3956130,4496502,2732452,2777893,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
2025,"Algeria",5326326,1995945,3212729,10349111,1479790,1854593,FALSE,NA,"Enhanced",TRUE
2025,"American Samoa",19129,0,0,838,0,0,FALSE,NA,NA,FALSE
2025,"Andorra",2022,0,0,941,0,0,FALSE,NA,NA,FALSE
2025,"Angola",1193385,1096764,1193385,6820863,6818000,6820863,FALSE,NA,"Comprehensive",TRUE
2025,"Antigua & Barbuda",261940,0,26803,243806,0,5458,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Argentina",760295938,0,0,2304652938,0,0,FALSE,NA,NA,FALSE
2025,"Armenia",228578,0,0,20001,0,0,FALSE,NA,NA,FALSE
2025,"Australia",612300227,456170309,483091226,363262838,215322318,226671401,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
2025,"Azerbaijan",1489185,0,0,1746067,0,0,FALSE,NA,NA,FALSE
2025,"Bahamas",869172,711408,813882,62674,35838,38617,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Bahrain",366344,0,0,266986,0,0,FALSE,NA,NA,FALSE
2025,"Bangladesh",77160118,71030787,71144872,25640422,23881981,23935974,FALSE,NA,"Comprehensive",TRUE
2025,"Barbados",9528910,251306,2338517,2206511,104272,374530,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Belarus",15344,0,0,3957,0,0,FALSE,NA,NA,FALSE
2025,"Belize",83719015,83584251,83621241,122275894,122240040,122264292,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Benin",5263341,3165076,3165076,1487343,1116500,1116500,FALSE,NA,"Comprehensive",TRUE
2025,"Bermuda",310577,0,1077,36558,0,0,FALSE,NA,NA,FALSE
2025,"Bhutan",1092,0,1092,2,0,2,FALSE,NA,"Comprehensive",TRUE
2025,"Bolivia",32146877,1042029,1408162,4330419,463836,571676,FALSE,NA,"Enhanced",TRUE
2025,"Bosnia & Herzegovina",1111462,0,0,446536,0,0,FALSE,NA,NA,FALSE
2025,"Botswana",363112,117778,363112,538036,170861,538036,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Brazil",1799249773,0,0,2025538332,0,0,FALSE,NA,NA,FALSE
2025,"British Indian Ocean Territory",47110,0,0,17677,0,0,FALSE,NA,NA,FALSE
2025,"British Virgin Islands",1035,0,1035,49,0,49,FALSE,NA,NA,FALSE
2025,"Brunei",12931,0,0,2990,0,0,FALSE,NA,NA,FALSE
2025,"Burkina Faso",7043926,21581,221178,1049246,11040,60697,FALSE,NA,"Comprehensive",TRUE
2025,"Burundi",1336245,0,4500,248497,0,1500,FALSE,NA,"Comprehensive",TRUE
2025,"Cambodia",28349967,26510896,27533346,43521009,42515528,43381630,FALSE,NA,"Comprehensive",TRUE
2025,"Cameroon",27440351,27183855,27197545,39736843,39563186,39569851,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
2025,"Canada",730034708,194985948,219429267,1970487770,140790442,147199552,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
2025,"Cape Verde",123065,0,0,21776,0,0,FALSE,NA,"Enhanced",TRUE
2025,"Cayman Islands",118073,49000,49000,51224,28000,28000,FALSE,NA,NA,FALSE
2025,"Central African Republic",100708,0,7166,16366,0,21,FALSE,NA,"Comprehensive",TRUE
2025,"Chad",1663469,0,0,1150500,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Chile",436488525,375832933,406800954,239569737,206417329,218192479,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
2025,"China",2428829435,0,0,893821132,0,0,FALSE,NA,NA,FALSE
2025,"Colombia",480387807,356808625,368166084,433982752,405618152,410734232,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
2025,"Comoros",34069,23857,34069,3084,2084,3084,FALSE,NA,"Comprehensive",TRUE
2025,"Congo - Kinshasa",475651,0,5649,78796,0,36,FALSE,NA,"Comprehensive",TRUE
2025,"Costa Rica",246046274,207335601,223320740,350460520,322972385,337583877,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Cuba",14533751,0,0,1353360,0,0,FALSE,NA,NA,FALSE
2025,"Côte d’Ivoire",509037516,217168353,217940731,129082956,66428837,66638492,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
2025,"Djibouti",204883,31025,31025,41371,22000,22000,FALSE,NA,"Comprehensive",TRUE
2025,"Dominica",280034,254475,254475,43429,23848,23848,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Dominican Republic",82491507,61217216,62648356,88675451,76783519,77252606,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Ecuador",303709602,276077974,291805733,131095202,126009157,128938706,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
2025,"Egypt",445159664,350222695,385110787,420318223,302861390,321856623,TRUE,"UK-Egypt Association Agreement",NA,FALSE
2025,"El Salvador",13392122,439055,552767,34593321,644074,666473,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Eritrea",37000,0,974,42904,0,23,FALSE,NA,"Comprehensive",TRUE
2025,"Eswatini",41178465,40595204,40786776,82839389,82513231,82558240,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Ethiopia",59416038,12346187,18087843,13687170,3881776,4701381,FALSE,NA,"Comprehensive",TRUE
2025,"European Union",43792219732,37954489435,38673714884,21370459066,15996339819,16164842921,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
2025,"Falkland Islands",2735834,2479720,2703279,710275,645691,696417,FALSE,NA,NA,FALSE
2025,"Faroe Islands",199239685,151330245,165949899,54594509,24601808,33978416,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
2025,"Fiji",8545891,135040,175884,30566282,40883,45031,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
2025,"French Polynesia",41042,0,0,922,0,0,FALSE,NA,NA,FALSE
2025,"Gabon",7404,0,0,2000,0,0,FALSE,NA,NA,FALSE
2025,"Gambia",2609417,1940460,1941869,2677076,740704,740829,FALSE,NA,"Comprehensive",TRUE
2025,"Georgia",2182003,1251450,1481633,1306158,474022,591691,TRUE,"UK-Georgia Strategic Partnership and Cooperation Agreement",NA,FALSE
2025,"Ghana",257530946,162991455,166162474,91334985,67774586,68323921,TRUE,"UK-Ghana Interim Trade Partnership Agreement",NA,FALSE
2025,"Gibraltar",17349,0,0,500,0,0,FALSE,NA,NA,FALSE
2025,"Greenland",59390303,0,0,8192671,0,0,FALSE,NA,NA,FALSE
2025,"Grenada",341545,6753,27652,25278,1933,2583,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Guatemala",97168687,48357747,56328121,114002382,58019897,58879620,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Guinea",5408,0,0,871,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Guinea-Bissau",3425,0,0,408,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Guyana",10773126,9176896,9728906,28362887,27358854,28105674,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Haiti",122341,0,2324,11519,0,7,FALSE,NA,"Comprehensive",TRUE
2025,"Honduras",157599290,95581732,96791633,90535513,39106677,39888455,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Hong Kong SAR China",26893007,0,0,10982146,0,0,FALSE,NA,NA,FALSE
2025,"Iceland",444422527,358165857,360712520,93511638,49848239,50247280,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
2025,"India",910605745,294119980,331242730,607645914,132033017,139412818,TRUE,"UK-India Comprehensive Economic and Trade Agreement (CETA)","Standard",TRUE
2025,"Indonesia",254556128,60448825,74854843,409554420,20883099,23700355,FALSE,NA,"Standard",TRUE
2025,"Iran",15977029,0,0,7109421,0,0,FALSE,NA,NA,FALSE
2025,"Iraq",1662455,0,0,2334405,0,0,FALSE,NA,NA,FALSE
2025,"Israel",165165324,133752976,141883400,70622792,61271203,63288851,TRUE,"UK-Israel Trade and Partnership Agreement",NA,FALSE
2025,"Jamaica",48639144,21895714,39159446,21301250,13602593,17747146,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Japan",118140396,72322202,88204186,21798758,16684775,19678026,TRUE,"UK-Japan Comprehensive Economic Partnership Agreement; CPTPP",NA,FALSE
2025,"Jordan",17241984,16397618,16642056,5163375,4690664,4751155,TRUE,"UK-Jordan Association Agreement",NA,FALSE
2025,"Kazakhstan",12873308,0,0,20660220,0,0,FALSE,NA,NA,FALSE
2025,"Kenya",425340582,267014301,282760128,126677505,59968574,62877170,TRUE,"UK-Kenya Economic Partnership Agreement",NA,FALSE
2025,"Kosovo",3303399,2452244,2938641,2326971,2005465,2157983,TRUE,"UK-Kosovo Partnership, Trade and Cooperation Agreement",NA,FALSE
2025,"Kuwait",515353,0,0,573620,0,0,FALSE,NA,NA,FALSE
2025,"Kyrgyzstan",120641,49291,50177,255805,136235,136335,FALSE,NA,"Enhanced",TRUE
2025,"Laos",576357,252329,301573,450208,278688,322623,FALSE,NA,"Comprehensive",TRUE
2025,"Lebanon",15414958,9214238,9382104,5176497,3513257,3587816,TRUE,"UK-Lebanon Association Agreement",NA,FALSE
2025,"Lesotho",84210,9624,19696,32801,22100,23700,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
2025,"Liberia",4691,0,0,475,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Libya",41146,0,0,154246,0,0,FALSE,NA,NA,FALSE
2025,"Liechtenstein",6520948,0,97271,2236672,0,35670,TRUE,"UK-Iceland-Liechtenstein-Norway FTA; UK-Switzerland-Liechtenstein Trade Agreement",NA,FALSE
2025,"Macao SAR China",52136,0,0,6395,0,0,FALSE,NA,NA,FALSE
2025,"Madagascar",12547843,5868792,8226911,2109581,736768,828889,TRUE,"ESA-UK Economic Partnership Agreement","Comprehensive",TRUE
2025,"Malawi",17895876,218417,225308,11691029,55738,56126,FALSE,NA,"Comprehensive",TRUE
2025,"Malaysia",212988449,133218734,177782274,158401103,113080293,136849223,TRUE,"CPTPP",NA,FALSE
2025,"Maldives",22616919,0,0,4957972,0,0,FALSE,NA,NA,FALSE
2025,"Mali",1755042,131381,261624,2894612,113840,182479,FALSE,NA,"Comprehensive",TRUE
2025,"Marshall Islands",51304,0,0,2271,0,0,FALSE,NA,NA,FALSE
2025,"Mauritania",2735690,1250286,2654104,3743284,2022251,3720150,FALSE,NA,"Comprehensive",TRUE
2025,"Mauritius",86642713,76762788,76842820,37198925,37025094,37085078,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
2025,"Mexico",243029912,72169524,81923663,119540074,21630577,23691194,TRUE,"UK-Mexico Trade Continuity Agreement; CPTPP",NA,FALSE
2025,"Micronesia (Federated States of)",33925,26362,26362,23039,575,575,FALSE,NA,NA,FALSE
2025,"Moldova",19799866,11059498,11637435,31242760,12160925,12335879,TRUE,"UK-Moldova Strategic Partnership, Trade and Cooperation Agreement",NA,FALSE
2025,"Monaco",24922,0,0,2056,0,0,FALSE,NA,NA,FALSE
2025,"Mongolia",230912,2033,209561,11297,30,7643,FALSE,NA,"Enhanced",TRUE
2025,"Montenegro",1263146,0,0,81251,0,0,FALSE,NA,NA,FALSE
2025,"Montserrat",7660,7660,7660,1202,1202,1202,FALSE,NA,NA,FALSE
2025,"Morocco",711664084,650131533,689935578,351486371,320936706,340541160,TRUE,"UK-Morocco Association Agreement",NA,FALSE
2025,"Mozambique",6092021,1468114,2381856,11629935,623694,1205258,TRUE,"SACUM-UK Economic Partnership Agreement","Comprehensive",TRUE
2025,"Myanmar (Burma)",49610687,41399397,42531490,59677991,51389807,52196650,FALSE,NA,"Comprehensive",TRUE
2025,"Nauru",5283,0,0,1315,0,0,FALSE,NA,NA,FALSE
2025,"Nepal",1902769,1576271,1614332,1354246,1180540,1208024,FALSE,NA,"Comprehensive",TRUE
2025,"New Caledonia",136958,0,0,8155,0,0,FALSE,NA,NA,FALSE
2025,"New Zealand",785861865,473928501,503891185,208338150,141975905,147801481,TRUE,"UK-New Zealand Free Trade Agreement; CPTPP",NA,FALSE
2025,"Nicaragua",88874917,46666269,47143229,104877027,71659990,71716746,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Niger",412115,28421,381978,214759,16700,200579,FALSE,NA,"Comprehensive",TRUE
2025,"Nigeria",51690311,13138831,13652111,39574885,19049714,19691522,FALSE,NA,"Enhanced",TRUE
2025,"Niue",2904,0,0,196,0,0,FALSE,NA,"Enhanced",TRUE
2025,"Norfolk Island",11276,0,0,19958,0,0,FALSE,NA,NA,FALSE
2025,"North Macedonia",10538709,8274117,8944332,3690507,3280667,3440724,TRUE,"UK-North Macedonia Partnership, Trade and Cooperation Agreement",NA,FALSE
2025,"Norway",824466073,217070485,224472065,171168559,37259626,39521920,TRUE,"UK-Iceland-Liechtenstein-Norway FTA",NA,FALSE
2025,"Oman",2406378,0,0,1847274,0,0,FALSE,NA,NA,FALSE
2025,"Pakistan",147423598,55359854,58087748,126976692,49061615,50538032,FALSE,NA,"Enhanced",TRUE
2025,"Palestine",16452297,16205623,16270726,2921205,2877782,2902431,TRUE,"UK-Palestinian Authority Political, Trade and Partnership Agreement",NA,FALSE
2025,"Panama",24575004,20995704,22524414,37410024,35748977,37171906,TRUE,"UK-Central America Association Agreement",NA,FALSE
2025,"Papua New Guinea",166149432,153158582,163001712,174515208,162708461,173106525,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
2025,"Paraguay",91032293,0,0,238122747,0,0,FALSE,NA,NA,FALSE
2025,"Peru",562809837,440928711,475713600,211182508,166234759,177863750,TRUE,"UK-Andean Countries Trade Agreement; CPTPP",NA,FALSE
2025,"Philippines",115373968,87309554,91401237,69846842,59658969,61853044,FALSE,NA,"Enhanced",TRUE
2025,"Qatar",2330347,0,0,715363,0,0,FALSE,NA,NA,FALSE
2025,"Russia",29066412,0,0,4350856,0,0,FALSE,NA,NA,FALSE
2025,"Rwanda",34090772,9920852,10093970,10437780,3246764,3274003,FALSE,NA,"Comprehensive",TRUE
2025,"Samoa",1569,0,0,168,0,0,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
2025,"San Marino",624630,484957,589730,26804,16851,24087,FALSE,NA,NA,FALSE
2025,"Saudi Arabia",16809199,0,0,13676017,0,0,FALSE,NA,NA,FALSE
2025,"Senegal",45139941,39794688,43054643,39927568,36702763,37922677,FALSE,NA,"Comprehensive",TRUE
2025,"Serbia",94153009,78233772,86808439,39094732,33243145,35254460,TRUE,"UK-Serbia Partnership, Trade and Cooperation Agreement",NA,FALSE
2025,"Seychelles",46194253,45710588,46080417,9087770,8945684,9027107,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
2025,"Sierra Leone",686391,98774,142502,411865,201298,217522,FALSE,NA,"Comprehensive",TRUE
2025,"Singapore",38978630,31591034,33873136,14737174,13430848,13983339,TRUE,"UK-Singapore Free Trade Agreement; UK-Singapore Digital Economy Agreement; CPTPP",NA,FALSE
2025,"Sint Maarten",141414,0,0,34308,0,0,FALSE,NA,NA,FALSE
2025,"Solomon Islands",2977604,2869819,2894204,3249136,3227959,3229142,TRUE,"UK-Pacific Economic Partnership Agreement","Comprehensive",TRUE
2025,"Somalia",590318,11949,28987,253876,15444,32079,FALSE,NA,"Comprehensive",TRUE
2025,"South Africa",973059064,774994594,819246967,692039462,534255920,558525809,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
2025,"South Korea",131263212,102310469,120276411,32264150,23608422,30173262,TRUE,"UK-South Korea Trade Agreement (updated Dec 2025)",NA,FALSE
2025,"South Sudan",27449,0,0,8100,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Sri Lanka",99506800,66078263,68650952,42747152,29162585,29977528,FALSE,NA,"Enhanced",TRUE
2025,"St. Barthélemy",400700,0,0,59458,0,0,FALSE,NA,NA,FALSE
2025,"St. Helena",38497,38497,38497,1255,1255,1255,FALSE,NA,NA,FALSE
2025,"St. Kitts & Nevis",13659,0,11419,965,0,755,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"St. Lucia",1446555,484060,488702,397553,277628,278132,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"St. Vincent & Grenadines",232694,227047,227984,164688,164022,164089,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Sudan",7125632,26146,128654,2737761,3325,23644,FALSE,NA,"Comprehensive",TRUE
2025,"Suriname",1353872,1273932,1319897,3384404,3376617,3384210,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Switzerland",607025088,562138317,583579466,122926352,114075784,115971131,TRUE,"UK-Switzerland Trade Agreement",NA,FALSE
2025,"Syria",2752366,2076219,2105238,978139,850477,855588,FALSE,NA,"Enhanced",TRUE
2025,"São Tomé & Príncipe",26315,0,0,3176,0,0,FALSE,NA,NA,FALSE
2025,"Taiwan",37285628,0,0,13100106,0,0,FALSE,NA,NA,FALSE
2025,"Tajikistan",1312216,393310,1312216,299004,88416,299004,FALSE,NA,"Enhanced",TRUE
2025,"Tanzania",14232834,4697822,5107911,6105866,1680699,1690202,FALSE,NA,"Comprehensive",TRUE
2025,"Thailand",1096307418,0,0,394074430,0,0,FALSE,NA,NA,FALSE
2025,"Timor-Leste",265845,0,0,52107,0,0,FALSE,NA,"Comprehensive",TRUE
2025,"Togo",1343685,122319,176702,575895,111226,124504,FALSE,NA,"Comprehensive",TRUE
2025,"Tonga",21278,0,0,1371,0,0,FALSE,NA,NA,FALSE
2025,"Trinidad & Tobago",4259241,1020024,1167485,1341770,364446,443354,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2025,"Tunisia",26705831,17211389,22336887,14507804,7517461,8916130,TRUE,"UK-Tunisia Association Agreement",NA,FALSE
2025,"Turkey",942968568,777601808,820286569,581786545,279494758,291968036,TRUE,"UK-Turkey Trade Agreement",NA,FALSE
2025,"Turkmenistan",47169,0,0,3583,0,0,FALSE,NA,NA,FALSE
2025,"U.S. Virgin Islands",50805,0,0,69268,0,0,FALSE,NA,NA,FALSE
2025,"Uganda",29322362,8276947,9915907,11606313,6192681,6419956,FALSE,NA,"Comprehensive",TRUE
2025,"Ukraine",478561278,249548492,281220020,712755011,132891607,162991616,TRUE,"UK-Ukraine Political, Free Trade and Strategic Partnership Agreement; UK-Ukraine Digital Trade Agreement",NA,FALSE
2025,"United Arab Emirates",39046236,0,0,19609502,0,0,FALSE,NA,NA,FALSE
2025,"United Kingdom",205199095,0,0,41698946,0,0,FALSE,NA,NA,FALSE
2025,"United States",2200127098,328966235,375169535,2889649371,514968184,577863875,TRUE,"UK-US Economic Prosperity Deal (partial)",NA,FALSE
2025,"Unknown",30751746,29921105,30303004,12488133,12257314,12403539,FALSE,NA,NA,FALSE
2025,"Uruguay",114730620,0,0,180806578,0,0,FALSE,NA,NA,FALSE
2025,"Uzbekistan",3854458,1885999,2841149,1371956,631678,898841,FALSE,NA,"Enhanced",TRUE
2025,"Vanuatu",4161,0,0,5,0,0,FALSE,NA,"Enhanced",TRUE
2025,"Vatican City",12538,0,0,1875,0,0,FALSE,NA,NA,FALSE
2025,"Venezuela",3654542,0,0,830370,0,0,FALSE,NA,NA,FALSE
2025,"Vietnam",788473723,435212236,472050874,198233834,110874586,122982478,TRUE,"UK-Vietnam Free Trade Agreement; CPTPP",NA,FALSE
2025,"Yemen",773886,182682,288057,263227,136299,181198,FALSE,NA,"Comprehensive",TRUE
2025,"Zambia",2682656,884438,1548060,672564,281514,389308,FALSE,NA,"Comprehensive",TRUE
2025,"Zimbabwe",6988022,6042496,6421345,4378125,3736035,4082802,TRUE,"ESA-UK Economic Partnership Agreement",NA,FALSE
2026,"Afghanistan",2251235,1474397,1669857,806775,586871,617522,FALSE,NA,"Comprehensive",TRUE
2026,"Albania",3266793,2481279,2707125,2440008,1659212,1666289,TRUE,"UK-Albania Partnership, Trade and Cooperation Agreement",NA,FALSE
2026,"Algeria",2520030,1121583,1715071,4060992,900049,1033408,FALSE,NA,"Enhanced",TRUE
2026,"American Samoa",7818,0,0,2660,0,0,FALSE,NA,NA,FALSE
2026,"Angola",24371,0,20971,1463,0,813,FALSE,NA,"Comprehensive",TRUE
2026,"Anguilla",1139,0,1139,350,0,350,FALSE,NA,NA,FALSE
2026,"Antigua & Barbuda",91436,0,6807,108030,0,1650,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Argentina",355250243,0,0,1093546255,0,0,FALSE,NA,NA,FALSE
2026,"Armenia",265866,0,0,102771,0,0,FALSE,NA,NA,FALSE
2026,"Aruba",38929,0,0,15398,0,0,FALSE,NA,NA,FALSE
2026,"Australia",309263370,236168634,246794555,136889712,118510913,122935341,TRUE,"UK-Australia Free Trade Agreement; CPTPP",NA,FALSE
2026,"Azerbaijan",287105,0,0,72732,0,0,FALSE,NA,NA,FALSE
2026,"Bahamas",286653,285534,285534,13864,13857,13857,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Bahrain",124161,0,0,200316,0,0,FALSE,NA,NA,FALSE
2026,"Bangladesh",41665949,38588360,38681446,14221892,13333927,13373202,FALSE,NA,"Comprehensive",TRUE
2026,"Barbados",3247213,136656,984338,583101,48163,167424,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Belarus",881,0,0,11,0,0,FALSE,NA,NA,FALSE
2026,"Belize",14555651,14479804,14504168,23526416,23524385,23525018,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Benin",5319291,2895243,2901782,1567096,696549,700473,FALSE,NA,"Comprehensive",TRUE
2026,"Bermuda",89156,0,63128,17291,0,7361,FALSE,NA,NA,FALSE
2026,"Bhutan",1333,0,0,45,0,0,FALSE,NA,"Comprehensive",TRUE
2026,"Bolivia",11139615,7044,320663,1421318,1500,91460,FALSE,NA,"Enhanced",TRUE
2026,"Bosnia & Herzegovina",466419,0,0,175449,0,0,FALSE,NA,NA,FALSE
2026,"Botswana",8736,8736,8736,26555,26555,26555,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Brazil",865408882,0,0,968199189,0,0,FALSE,NA,NA,FALSE
2026,"Burkina Faso",3799692,0,158168,487173,0,25227,FALSE,NA,"Comprehensive",TRUE
2026,"Burundi",985253,0,2215,132264,0,358,FALSE,NA,"Comprehensive",TRUE
2026,"Cambodia",12376741,10558875,11039559,21628807,21108171,21359369,FALSE,NA,"Comprehensive",TRUE
2026,"Cameroon",10597526,10121083,10435579,18674799,18615409,18646701,TRUE,"UK-Cameroon Economic Partnership Agreement",NA,FALSE
2026,"Canada",261964673,80416248,88952099,564277216,51439805,52692147,TRUE,"UK-Canada Trade Continuity Agreement; CPTPP",NA,FALSE
2026,"Cayman Islands",46545,0,0,14102,0,0,FALSE,NA,NA,FALSE
2026,"Chad",614339,0,0,471800,0,0,FALSE,NA,"Comprehensive",TRUE
2026,"Chile",263778625,225729033,247182296,134568859,117766831,124452928,TRUE,"UK-Chile Association Agreement; CPTPP",NA,FALSE
2026,"China",1286323084,0,0,470963501,0,0,FALSE,NA,NA,FALSE
2026,"Christmas Island",1728,0,0,2534,0,0,FALSE,NA,NA,FALSE
2026,"Colombia",197510730,134901865,138630126,129515972,117517587,119081911,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
2026,"Comoros",57723,29475,57723,6825,3825,6825,FALSE,NA,"Comprehensive",TRUE
2026,"Congo - Brazzaville",324251,0,218,49698,0,1498,FALSE,NA,"Enhanced",TRUE
2026,"Congo - Kinshasa",126223,0,0,23029,0,0,FALSE,NA,"Comprehensive",TRUE
2026,"Costa Rica",131811152,108710257,112690758,176099662,162648148,166978112,TRUE,"UK-Central America Association Agreement",NA,FALSE
2026,"Cuba",5425596,0,0,537485,0,0,FALSE,NA,NA,FALSE
2026,"Côte d’Ivoire",391365023,181422197,181476156,83499387,35325080,35346605,TRUE,"UK-Cote d'Ivoire Stepping Stone EPA",NA,FALSE
2026,"Djibouti",18326,8103,8103,27579,27000,27000,FALSE,NA,"Comprehensive",TRUE
2026,"Dominica",116805,105492,106848,10538,1946,1986,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Dominican Republic",38706903,29361402,29920112,43268984,38434870,38515249,TRUE,"CARIFORUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Ecuador",139442385,116208581,125286607,65042643,59982804,61783623,TRUE,"UK-Andean Countries Trade Agreement",NA,FALSE
2026,"Egypt",280827839,205585772,229177825,283734078,199771224,207622061,TRUE,"UK-Egypt Association Agreement",NA,FALSE
2026,"El Salvador",5256953,379304,525252,4685495,458335,485589,TRUE,"UK-Central America Association Agreement",NA,FALSE
2026,"Eritrea",31986,0,0,45732,0,0,FALSE,NA,"Comprehensive",TRUE
2026,"Eswatini",11800089,11393735,11491367,37433603,37209109,37236567,TRUE,"SACUM-UK Economic Partnership Agreement",NA,FALSE
2026,"Ethiopia",28345217,4634685,4930433,7916395,1684522,1755597,FALSE,NA,"Comprehensive",TRUE
2026,"European Union",21651785813,18565678414,18928499774,10585257158,7907828164,8007496584,TRUE,"UK-EU Trade and Cooperation Agreement",NA,FALSE
2026,"Falkland Islands",2382712,2341615,2371853,670300,651531,657162,FALSE,NA,NA,FALSE
2026,"Faroe Islands",129130000,129087025,129126964,27719106,27712327,27718433,TRUE,"UK-Faroe Islands Free Trade Agreement",NA,FALSE
2026,"Fiji",17102622,15006884,15006884,51896383,49418175,49418175,TRUE,"UK-Pacific Economic Partnership Agreement",NA,FALSE
2026,"French Polynesia",65010,0,0,17538,0,0,FALSE,NA,NA,FALSE
